,Locality,Type of property,Subtype of property,Price,Type of sale,Number of rooms,Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Garden,Surface of the land,Surface area of the plot of land,Number of facades,Swimming pool,State of the building
211,Knokke-Zoute,House,Penthouse,2350000,No,2,None,0,0,None,1,None,None,None,2,None,As new
212,,House,Penthouse,695000,No,3,None,0,0,None,,None,None,None,,None,As new
213,,House,Penthouse,343200,No,3,None,0,0,None,,None,None,None,2,None,
214,1 - Bruxelles Est,House,Penthouse,677000,No,3,None,0,0,None,,None,None,None,2,None,As new
215,,House,Penthouse,Starting price : 245000,No,2,None,1,,None,1,None,None,None,2,None,As new
216,,House,Penthouse,495000,No,4,None,0,0,None,,None,None,None,3,None,Good
217,,House,Penthouse,495000,No,4,None,0,0,None,,None,None,None,3,None,Good
218,,House,Penthouse,576479,No,2,None,0,0,None,,None,None,None,2,None,As new
219,,House,GREENSIDE,From 430000 To 1249000,No,,None,0,,None,,None,None,None,,None,
220,Gent en omstreken,House,Penthouse,369000,No,2,None,1,0,None,,None,None,None,,None,As new
221,,House,Penthouse,449000,No,2,None,0,,None,,None,None,None,,None,As new
222,Tour & Taxi,House,Penthouse,470000,No,2,None,0,0,None,,None,None,None,3,None,
223,,House,LES,From 189000 To 229500,No,,None,0,,None,,None,None,None,,None,
224,,House,Residentie,From 219000 To 319000,No,,None,0,,None,,None,None,None,,None,
225,,House,RESIDENCE,From 233000 To 498000,No,,None,0,,None,,None,None,None,,None,
226,,House,RESIDENCE,From 236000 To 501000,No,,None,0,,None,,None,None,None,,None,
227,,House,Project,From 246000 To 420000,No,,None,0,,None,,None,None,None,,None,
228,Gent en omstreken,House,Espark,From 249000 To 549000,No,,None,0,,None,,None,None,None,,None,
229,,House,RESIDENCE,From 265000 To 395000,No,,None,0,,None,,None,None,None,,None,
230,Fondatel,House,"Iroh,",From 289000 To 440000,No,,None,0,,None,,None,None,None,,None,
231,Bruxelles - EST,House,RESIDENCE,From 298000 To 439000,No,,None,0,,None,,None,None,None,,None,
232,,House,Ortus,From 318400 To 471500,No,,None,0,,None,,None,None,None,,None,
233,Gent en omstreken,House,Mirage,From 349000 To 439000,No,,None,0,,None,,None,None,None,,None,
234,,House,Residentie,From 357000 To 624500,No,,None,0,,None,,None,None,None,,None,
235,1 - Bruxelles Est,House,"""YouWo""",From 369000 To 677000,No,,None,0,,None,,None,None,None,,None,
236,,House,Le,From 389150 To 584150,No,,None,0,,None,,None,None,None,,None,
237,Brabant Wallon,House,Parc,From 389150 To 584150,No,,None,0,,None,,None,None,None,,None,
238,,House,Le,From 389150 To 584150,No,,None,0,,None,,None,None,None,,None,
