,Locality,Type of property,Subtype of property,Price,Type of sale,Number of rooms,Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Garden,Surface of the land,Surface area of the plot of land,Number of facades,Swimming pool,State of the building
235,,House,Mixed-use,289000,Yes,5,200,0,0,None,1,None,None,None,2,None,Good
236,,House,Mixed-use,290000,Yes,5,215,1,,None,,None,None,None,4,None,To renovate
237,,House,Mixed-use,314680,Yes,3,122,0,0,None,,None,None,None,,None,
238,,House,Mixed-use,450000,Yes,4,474,0,0,None,,None,None,None,,None,
239,,House,Mixed-use,550000,Yes,1,650,0,0,None,,None,None,None,3,None,Good
240,,House,Mixed-use,575000,Yes,6,358,0,0,None,,None,None,None,,None,
241,,House,Mixed-use,625000,Yes,4,,0,0,None,,None,None,None,4,None,To be done up
242,,House,Mixed-use,720000,Yes,6,320,0,0,None,,None,None,None,,None,
243,Regio Tienen,House,Mixed-use,849000,Yes,9,850,0,0,None,,None,None,None,2,None,Good
244,,House,Mixed-use,900000,Yes,6,570,1,0,None,,None,None,None,,None,To restore
245,,House,Mixed-use,980000,Yes,4,553,0,0,None,1,None,None,None,2,None,As new
246,,House,Mixed-use,142000,Yes,2,84,1,0,None,,None,None,None,2,None,
247,Oost- Vlaanderen,House,Mixed-use,1700000,Yes,10,899,0,,None,,None,None,None,4,None,As new
248,,House,Mixed-use,325000,Yes,3,230,0,,None,,None,None,None,2,None,To be done up
249,,House,Mixed-use,360000,Yes,2,166,0,1,None,,None,None,None,2,None,Just renovated
250,,House,Mixed-use,190000,Yes,3,225,0,,None,,None,None,None,,None,To renovate
251,,House,Mixed-use,245000,Yes,1,55,0,1,None,1,None,None,None,,None,
252,,House,Mixed-use,280000,Yes,3,116,0,0,None,,None,None,None,,None,
253,,House,Mixed-use,329900,Yes,3,122,1,0,None,,None,None,None,2,None,Just renovated
254,,House,Mixed-use,695000,Yes,4,210,0,,None,,None,None,None,2,None,Good
255,,House,Mixed-use,695000,Yes,4,210,0,,None,,None,None,None,2,None,Good
256,,House,Mixed-use,795000,Yes,,meters,0,0,None,,None,None,None,3,None,Good
257,,House,Mixed-use,1195000,Yes,6,588,0,0,None,,None,None,None,,None,
258,,House,Mixed-use,175000,Yes,3,389,0,,None,,None,None,None,,None,To renovate
259,,House,Mixed-use,245000,Yes,3,,0,0,None,,None,None,None,2,None,
260,,House,Mixed-use,275000,Yes,3,278,1,0,None,,None,None,None,3,None,As new
261,,House,Mixed-use,629000,Yes,4,239,0,,None,1,None,None,None,3,None,As new
262,,House,Mixed-use,629000,Yes,4,239,0,,None,1,None,None,None,3,None,As new
263,,House,Mixed-use,1350000,Yes,10,553,0,,None,,None,None,None,2,None,Good
264,,House,Mixed-use,2520000,Yes,,meters,0,1,None,,None,None,None,2,None,As new
265,,House,Mixed-use,139000,Yes,4,228,0,,None,1,None,None,None,2,None,To renovate
266,,House,Mixed-use,235000,Yes,2,91,0,0,None,,None,None,None,,None,
267,,House,Mixed-use,285000,Yes,7,345,0,0,None,,None,None,None,2,None,
268,,House,Mixed-use,365000,Yes,3,190,1,,None,,None,None,None,2,None,Good
269,Oost- Vlaanderen,House,Mixed-use,399000,Yes,2,,0,,None,1,None,None,None,2,None,
270,Oost- Vlaanderen,House,Mixed-use,515000,Yes,3,239,0,,None,,None,None,None,4,None,To renovate
271,,House,Mixed-use,535000,Yes,5,451,0,,None,1,None,None,None,,None,
272,,House,Mixed-use,645000,Yes,4,513,1,,None,,None,None,None,2,None,
273,,House,Mixed-use,695000,Yes,2,385,1,0,None,,None,None,None,2,None,As new
274,,House,Mixed-use,210000,Yes,2,90,0,0,None,1,None,None,None,3,None,Good
275,,House,Mixed-use,420000,Yes,4,298,0,0,None,,None,None,None,2,None,To be done up
276,,House,Mixed-use,225000,Yes,3,112,0,,None,1,None,None,None,2,None,
277,Regio Tienen,House,Mixed-use,750000,Yes,,meters,0,0,None,1,None,None,None,2,None,Good
278,Liège Centre,House,Mixed-use,750000,Yes,12,440,1,0,None,1,None,None,None,2,None,Good
279,Regio Tienen,House,Mixed-use,1700000,Yes,,meters,0,0,None,1,None,None,None,2,None,Good
280,Regio Tienen,House,Mixed-use,2450000,Yes,,meters,0,0,None,1,None,None,None,2,None,Good
281,,House,Mixed-use,625000,Yes,2,301,0,0,None,,None,None,None,,None,
282,,House,Mixed-use,499000,Yes,5,441,0,,None,,None,None,None,,None,
283,,House,Mixed-use,125000,Yes,1,105,0,0,None,1,None,None,None,2,None,Good
284,Grand Liège,House,Mixed-use,158000,Yes,3,110,0,0,None,,None,None,None,2,None,To be done up
285,,House,Mixed-use,179000,Yes,4,,0,0,None,,None,None,None,2,None,Good
286,Liège,House,Mixed-use,199000,Yes,2,,0,,None,,None,None,None,2,None,Good
287,,House,Mixed-use,Starting price : 229000,Yes,4,438,0,,None,,None,None,None,2,None,To renovate
288,,House,Mixed-use,275000,Yes,2,130,0,,None,1,None,None,None,2,None,Good
289,,House,Mixed-use,285000,Yes,3,140,0,0,None,,None,None,None,,None,
290,,House,Mixed-use,285000,Yes,3,,1,0,None,,None,None,None,3,None,To be done up
291,,House,Mixed-use,290000,Yes,3,,0,,None,,None,None,None,2,None,Good
292,,House,Mixed-use,294000,Yes,2,90,0,0,None,,None,None,None,,None,
293,,House,Mixed-use,325000,Yes,3,452,1,0,None,,None,None,None,1,None,To be done up
294,,House,Mixed-use,379000,Yes,3,182,0,,None,1,None,None,None,2,None,Good
295,,House,Mixed-use,399000,Yes,2,195,0,,None,1,None,None,None,2,None,
296,--2460--Kasterlee,House,Mixed-use,625000,Yes,4,615,0,0,None,,None,None,None,4,None,Good
297,,House,Mixed-use,698000,Yes,1,550,0,,None,,None,None,None,2,None,Good
298,,House,Mixed-use,2350000,Yes,,,0,,None,,None,None,None,,None,As new
