,Locality,Type of property,Subtype of property,Price,Type of sale,Number of rooms,Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Garden,Surface of the land,Surface area of the plot of land,Number of facades,Swimming pool,State of the building
153,,House,Loft,380000,No,1,120,1,0,None,,None,None,None,2,None,To be done up
154,,House,Loft,450000,No,3,184,0,0,None,,None,None,None,,None,As new
155,,House,Loft,750000,No,5,250,0,0,None,,None,None,None,4,None,
156,Regio Lebbeke,House,Loft,234000,No,1,131,1,0,None,,None,None,None,3,None,Good
157,,House,Loft,399000,No,2,96,0,,None,,None,None,None,2,None,As new
158,,House,Loft,330000,No,2,170,0,0,None,,None,None,None,,None,As new
159,,House,Loft,469000,No,4,,0,0,None,,None,None,None,,None,Just renovated
160,,House,Loft,695000,No,2,141,0,,None,1,None,None,None,,None,
161,,House,Loft,1575000,No,3,350,0,,None,,None,None,None,,None,As new
162,,House,Loft,450000,No,,meters,0,0,None,,None,None,None,,None,
163,,House,Loft,895000,No,3,219,0,0,None,1,None,None,None,2,None,As new
164,,House,Loft,513000,No,2,171,0,0,None,,None,None,None,,None,
165,,House,Loft,295000,No,1,130,0,1,None,,None,None,None,4,None,As new
166,,House,Loft,299000,No,2,86,0,0,None,,None,None,None,,None,
167,,House,Loft,567600,No,3,172,0,0,None,,None,None,None,,None,
168,,House,RESIDENTIE,From 216495 To 344901,No,,bedrooms,0,,None,,None,None,None,,None,
169,Jachthaven,House,Bord'eau,From 222729 To 822623,No,,bedrooms,0,,None,,None,None,None,,None,
170,,House,Loft,315000,No,2,109,0,0,None,,None,None,None,,None,As new
171,,House,Loft,865000,No,1,236,0,0,None,,None,None,None,2,None,
172,,House,Loft,2950000,No,3,200,0,0,None,,None,None,None,4,None,As new
173,,House,Loft,305000,No,2,85,1,,None,,None,None,None,,None,
174,,House,Loft,210000,No,2,120,0,0,None,,None,None,None,2,None,Good
175,,House,Loft,263000,No,,meters,0,,None,,None,None,None,,None,As new
176,,House,Loft,498750,No,3,240,0,0,None,,None,None,None,,None,As new
177,,House,Loft,1375000,No,6,405,0,0,None,1,None,None,None,4,None,As new
178,,House,Loft,295000,No,,meters,0,0,None,,None,None,None,,None,
179,Bruxelles (19 communes),House,Loft,315000,No,1,86,0,,None,,None,None,None,2,None,As new
180,,House,Loft,325000,No,,meters,0,0,None,,None,None,None,,None,
181,,House,Loft,364000,No,1,187,1,0,None,,None,None,None,1,None,Good
182,,House,Loft,520000,No,4,315,1,0,None,,None,None,None,4,None,
183,Bruxelles (19 communes),House,Loft,249000,No,1,80,0,0,None,,None,None,None,2,None,As new
184,,House,Loft,249000,No,3,122,0,0,None,,None,None,None,2,None,As new
185,,House,Loft,399500,No,2,154,0,0,None,,None,None,None,2,None,
186,,House,Loft,180000,No,,meters,0,0,None,,None,None,None,2,None,To renovate
187,,House,Loft,565000,No,2,193,0,0,None,,None,None,None,,None,
188,,House,Loft,1500000,No,2,190,0,0,None,,None,None,None,2,None,
189,,House,Loft,220000,No,,meters,0,0,None,,None,None,None,2,None,To renovate
190,,House,Loft,215000,No,1,34,0,,None,,None,None,None,,None,
191,,House,Loft,241000,No,1,52,0,,None,,None,None,None,,None,
