,Locality,Type of property,Subtype of property,Price,Type of sale,Number of rooms,Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Garden,Surface of the land,Surface area of the plot of land,Number of facades,Swimming pool,State of the building
333,,House,Duplex,229000,No,2,None,1,0,None,,None,None,None,2,None,Good
334,,House,Duplex,265000,No,2,None,1,1,None,,None,None,None,2,None,Good
335,,House,Duplex,279000,No,3,None,1,0,None,,None,None,None,2,None,As new
336,,House,Duplex,289288,No,3,None,1,0,None,,None,None,None,,None,As new
337,,House,Duplex,297382,No,3,None,1,0,None,,None,None,None,,None,As new
338,,House,Duplex,330000,No,2,None,0,0,None,,None,None,None,,None,Good
339,Antwerpen en randgemeenten,House,Duplex,395000,No,2,None,0,0,None,,None,None,None,,None,As new
340,Lede,House,Duplex,399000,No,4,None,0,,None,,None,None,None,4,None,As new
341,,House,Duplex,410000,No,3,None,0,0,None,,None,None,None,2,None,As new
342,,House,Duplex,497000,No,3,None,0,0,None,,None,None,None,,None,
343,,House,Duplex,559000,No,2,None,0,,None,,None,None,None,,None,As new
344,,House,Duplex,775000,No,2,None,1,0,None,,None,None,None,2,None,Good
345,,House,Duplex,945000,No,2,None,0,0,None,,None,None,None,2,None,Good
346,,House,Duplex,2617000,No,3,None,0,0,None,,None,None,None,,None,As new
347,,House,Duplex,249000,No,2,None,1,0,None,,None,None,None,2,None,As new
348,,House,Duplex,295000,No,3,None,1,0,None,,None,None,None,,None,
349,,House,Duplex,673000,No,3,None,0,0,None,,None,None,None,3,None,As new
350,,House,Duplex,697000,No,4,None,0,0,None,,None,None,None,3,None,As new
351,,House,Duplex,201200,No,1,None,0,0,None,1,None,None,None,,None,As new
352,,House,Duplex,215400,No,1,None,0,0,None,1,None,None,None,,None,As new
353,,House,Duplex,269000,No,1,None,0,0,None,,None,None,None,1,None,As new
354,,House,Duplex,289000,No,2,None,1,0,None,,None,None,None,2,None,As new
355,,House,Duplex,289000,No,2,None,0,0,None,,None,None,None,,None,As new
356,,House,Duplex,299000,No,3,None,0,0,None,,None,None,None,2,None,Good
357,,House,Duplex,299000,No,2,None,0,0,None,,None,None,None,2,None,As new
358,Oost- Vlaanderen,House,Duplex,311000,No,3,None,0,,None,,None,None,None,3,None,As new
359,Gent en omstreken,House,Duplex,395000,No,2,None,1,0,None,,None,None,None,2,None,Good
360,,House,Duplex,1990000,No,3,None,0,,None,,None,None,None,4,None,As new
361,,House,Duplex,535000,No,2,None,0,0,None,,None,None,None,1,None,As new
362,Sint-Andries,House,Abdijbeke,From 382655 To 800481,No,,None,0,,None,,None,None,None,,None,
363,,House,Duplex,249000,No,5,None,0,,None,,None,None,None,,None,Good
364,,House,Duplex,178000,No,3,None,0,0,None,,None,None,None,2,None,As new
365,,House,Duplex,279000,No,3,None,0,0,None,,None,None,None,,None,Good
366,,House,Duplex,425000,No,3,None,1,0,None,,None,None,None,,None,Good
367,,House,Duplex,550000,No,2,None,0,,None,,None,None,None,,None,As new
368,,House,Duplex,599000,No,3,None,0,0,None,,None,None,None,,None,Good
369,Gent en omstreken,House,Duplex,1975000,No,2,None,0,0,None,,None,None,None,3,None,As new
370,,House,Duplex,198000,No,2,None,1,0,None,,None,None,None,,None,As new
371,Bastogne,House,Duplex,285000,No,2,None,0,0,None,,None,None,None,3,None,To be done up
372,,House,Duplex,155500,No,1,None,0,,None,,None,None,None,4,None,Good
373,,House,Duplex,Starting price : 170000,No,3,None,1,,None,1,None,None,None,,None,Good
374,,House,Duplex,199000,No,1,None,0,0,None,,None,None,None,,None,As new
375,,House,Duplex,259000,No,2,None,1,0,None,,None,None,None,2,None,Good
376,,House,Duplex,350000,No,4,None,0,0,None,,None,None,None,2,None,Just renovated
377,,House,Duplex,369000,No,3,None,1,0,None,1,None,None,None,2,None,Good
378,,House,Duplex,387500,No,3,None,1,0,None,,None,None,None,2,None,
379,,House,Duplex,421000,No,3,None,1,0,None,,None,None,None,2,None,Good
380,,House,Duplex,945000,No,3,None,0,0,None,,None,None,None,2,None,As new
381,Het Zoute,House,Duplex,4500000,No,3,None,0,1,None,,None,None,None,2,None,As new
382,,House,Nieuwbouwproject,From 65000 To 460000,No,,None,0,,None,,None,None,None,,None,
383,,House,Liège,From 156800 To 254600,No,,None,0,,None,,None,None,None,,None,
384,,House,Projet,From 176000 To 290000,No,,None,0,,None,,None,None,None,,None,
385,,House,Residentie,From 194544 To 301500,No,,None,0,,None,,None,None,None,,None,
386,,House,Woonproject,From 194544 To 301500,No,,None,0,,None,,None,None,None,,None,
387,,House,Residentie,From 195000 To 252500,No,,None,0,,None,,None,None,None,,None,
388,,House,James,From 195000 To 252500,No,,None,0,,None,,None,None,None,,None,
389,Grand Liège,House,Ans,From 197700 To 215700,No,,None,0,,None,,None,None,None,,None,
390,,House,Grote,From 212000 To 239000,No,,None,0,,None,,None,None,None,,None,
391,,House,Sint-Pietershof,From 218592 To 351092,No,,None,0,,None,,None,None,None,,None,
392,,House,Residentie,From 219111 To 370961,No,,None,0,,None,,None,None,None,,None,
393,,House,HAMPTON,From 225000 To 385000,No,,None,0,,None,,None,None,None,,None,
394,,House,De,From 230000 To 377500,No,,None,0,,None,,None,None,None,,None,
395,,House,Résidence,From 231000 To 262000,No,,None,0,,None,,None,None,None,,None,
396,Centrum Sint-Antonius,House,Residentie,From 235750 To 348750,No,,None,0,,None,,None,None,None,,None,
397,,House,13,From 236066 To 279430,No,,None,0,,None,,None,None,None,,None,
398,,House,New,From 237300 To 245748,No,,None,0,,None,,None,None,None,,None,
399,Aalst,House,"Aalst,",From 237952 To 344673,No,,None,0,,None,,None,None,None,,None,
400,,House,Brugge,From 239000 To 437000,No,,None,0,,None,,None,None,None,,None,
401,,House,Residentie,From 243000 To 375000,No,,None,0,,None,,None,None,None,,None,
402,,House,Oscar,From 245188 To 456465,No,,None,0,,None,,None,None,None,,None,
403,,House,Liège,From 255400 To 304800,No,,None,0,,None,,None,None,None,,None,
404,,House,DROOMT,From 255500 To 1125000,Yes,,None,0,,None,,None,None,None,,None,
405,CENTRUM,House,'GROENE,From 258000 To 544500,No,,None,0,,None,,None,None,None,,None,
406,,House,Europress,From 269800 To 308000,No,,None,0,,None,,None,None,None,,None,
407,Oostduinkerke dorp,House,The,From 280000 To 399000,No,,None,0,,None,,None,None,None,,None,
408,,House,Residentie,From 287000 To 315000,No,,None,0,,None,,None,None,None,,None,
409,,House,Zicht,From 292000 To 699400,No,,None,0,,None,,None,None,None,,None,
410,,House,Monument,From 292500 To 535000,No,,None,0,,None,,None,None,None,,None,
411,,House,Villa,From 297500 To 475000,No,,None,0,,None,,None,None,None,,None,
412,,House,Rubano,From 298000 To 395126,No,,None,0,,None,,None,None,None,,None,
413,,House,Residentie,From 302500 To 324750,No,,None,0,,None,,None,None,None,,None,
414,Tournai,House,Résidence,From 306496 To 462690,No,,None,0,,None,,None,None,None,,None,
415,,House,Garden,From 310000 To 579000,No,,None,0,,None,,None,None,None,,None,
416,,House,Rapidpark,332500,Yes,,None,0,,None,,None,None,None,,None,
417,Oost- Vlaanderen,House,EREMBODEGEM,From 362350 To 411870,No,,None,0,,None,,None,None,None,,None,
418,Oude Stadsbibliotheek,House,Portier,From 379000 To 599000,No,,None,0,,None,,None,None,None,,None,
419,,House,Clos,451000,No,,None,0,,None,,None,None,None,,None,
420,Groot-Gent,House,Nieuwbouwproject,From 475026 To 605059,No,,None,0,,None,,None,None,None,,None,
421,"Naast de minigolf, dichtbij het centrum",House,De,From 495000 To 635000,No,,None,0,,None,,None,None,None,,None,
422,Het Academisch Kwartier,House,Normaalschool,From 499000 To 719000,No,,None,0,,None,,None,None,None,,None,
423,,House,QUANTUM,From 515000 To 750000,No,,None,0,,None,,None,None,None,,None,
424,,House,Residentie,From 545000 To 620000,No,,None,0,,None,,None,None,None,,None,
425,,House,Res.,From 560000 To 697500,No,,None,0,,None,,None,None,None,,None,
426,,House,Nieuwbouwproject,From 600000 To 690000,No,,None,0,,None,,None,None,None,,None,
427,,House,Residentie,From 301133 To 800481,No,,None,0,,None,,None,None,None,,None,
428,Gent en omstreken,House,Duplex,494550,No,3,None,0,0,None,,None,None,None,,None,As new
429,Gent en omstreken,House,Duplex,552300,No,3,None,0,0,None,,None,None,None,,None,As new
430,Gent en omstreken,House,Duplex,567525,No,3,None,0,0,None,,None,None,None,,None,As new
431,,House,Duplex,650000,No,3,None,0,,None,1,None,None,None,,None,As new
432,Grand Liège,House,Duplex,179000,No,3,None,0,0,None,,None,None,None,2,None,
433,,House,Duplex,279000,No,1,None,0,,None,,None,None,None,,None,As new
434,,House,Duplex,280000,No,2,None,0,,None,1,None,None,None,,None,
435,,House,Duplex,350000,No,3,None,1,0,None,,None,None,None,2,None,Good
436,,House,Duplex,368500,No,3,None,0,1,None,,None,None,None,2,None,
437,,House,Duplex,415000,No,4,None,0,,None,,None,None,None,2,None,As new
438,,House,Duplex,425000,No,1,None,0,,None,,None,None,None,2,None,Just renovated
439,,House,Duplex,440000,No,3,None,0,,None,1,None,None,None,,None,
440,,House,Duplex,460000,No,3,None,0,0,None,1,None,None,None,2,None,As new
441,Noorden van Antwerpen,House,Duplex,610000,No,4,None,0,,None,1,None,None,None,2,None,As new
442,,House,Duplex,835000,No,3,None,0,0,None,1,None,None,None,,None,
443,,House,Duplex,1750000,No,7,None,1,0,None,1,None,None,None,4,None,Good
444,,House,Duplex,69000,No,2,None,0,0,None,,None,None,None,2,None,To renovate
445,,House,Duplex,169000,No,2,None,1,0,None,,None,None,None,,None,
446,,House,Duplex,169000,No,2,None,1,0,None,,None,None,None,,None,
447,,House,Côté,From 232850 To 245748,No,,None,0,,None,,None,None,None,,None,
448,,House,Résidence,From 250300 To 357500,No,,None,0,,None,,None,None,None,,None,
449,,House,Residentie,From 325000 To 495000,Yes,,None,0,,None,,None,None,None,,None,
450,,House,Duplex,245000,No,2,None,1,0,None,,None,None,None,2,None,Good
451,,House,Duplex,110000,No,3,None,0,0,None,,None,None,None,2,None,Good
452,,House,Duplex,139000,No,1,None,1,,None,,None,None,None,2,None,Good
453,,House,Duplex,160000,No,3,None,1,0,None,1,None,None,None,2,None,Good
454,,House,Duplex,199500,No,2,None,0,,None,1,None,None,None,2,None,As new
455,,House,Duplex,225000,No,2,None,0,0,None,,None,None,None,2,None,Good
456,,House,Duplex,225000,No,2,None,1,0,None,,None,None,None,2,None,Good
457,,House,Duplex,289288,No,3,None,1,0,None,,None,None,None,,None,As new
458,,House,Duplex,298080,No,2,None,0,0,None,,None,None,None,2,None,As new
459,,House,Duplex,255300,No,2,None,0,0,None,,None,None,None,2,None,As new
460,,House,Duplex,435000,No,3,None,0,0,None,,None,None,None,,None,
461,,House,Duplex,Starting price : 225000,No,2,None,0,,None,1,None,None,None,2,None,
462,,House,Duplex,97561,No,1,None,0,1,None,,None,None,None,,None,
463,,House,Duplex,97561,No,1,None,0,1,None,,None,None,None,,None,
464,,House,Duplex,415000,No,2,None,0,,None,1,None,None,None,2,None,Good
465,,House,Duplex,1495000,No,4,None,0,0,None,1,None,None,None,,None,
466,,House,Duplex,329000,No,3,None,1,0,None,,None,None,None,2,None,As new
467,Centrum Bierbeek,House,Duplex,538000,No,3,None,0,0,None,1,None,None,None,,None,As new
468,,House,Duplex,475000,No,2,None,0,,None,,None,None,None,,None,
469,,House,Duplex,Starting price : 130000,No,2,None,0,,None,1,None,None,None,,None,
470,Grand Liège,House,Duplex,245000,No,3,None,0,0,None,,None,None,None,4,None,
471,,House,Duplex,250000,No,2,None,0,,None,,None,None,None,2,None,As new
472,,House,Duplex,365000,No,3,None,0,0,None,,None,None,None,3,None,
473,,House,Duplex,379000,No,2,None,1,0,None,,None,None,None,,None,Just renovated
474,,House,Duplex,675000,No,3,None,1,0,None,,None,None,None,2,None,As new
475,,House,Duplex,685000,No,2,None,0,,None,,None,None,None,,None,
476,,House,Duplex,775000,No,2,None,0,,None,,None,None,None,,None,As new
477,,House,Duplex,970000,No,3,None,0,0,None,,None,None,None,2,None,Good
478,,House,Duplex,460000,No,4,None,0,0,None,,None,None,None,2,None,As new
479,,House,Duplex,1399000,No,3,None,0,,None,,None,None,None,4,None,Good
480,,House,Duplex,585000,No,3,None,0,0,None,,None,None,None,2,None,As new
481,,House,Duplex,267500,No,2,None,0,0,None,,None,None,None,2,None,As new
482,,House,Duplex,318000,No,3,None,0,0,None,,None,None,None,2,None,As new
483,,House,Duplex,415000,No,3,None,0,0,None,,None,None,None,,None,
484,,House,Duplex,750000,No,2,None,0,0,None,,None,None,None,,None,Just renovated
485,,House,Duplex,640000,No,2,None,0,0,None,,None,None,None,,None,
486,,House,Duplex,495000,No,3,None,0,,None,,None,None,None,3,None,As new
487,,House,Duplex,155000,No,2,None,0,0,None,,None,None,None,2,None,Good
488,,House,Duplex,595000,No,3,None,0,,None,,None,None,None,2,None,Just renovated
489,,House,Duplex,Starting price : 165000,No,2,None,1,,None,1,None,None,None,2,None,
490,,House,Duplex,199000,No,2,None,0,0,None,,None,None,None,2,None,
491,,House,Duplex,274000,No,1,None,1,1,None,1,None,None,None,2,None,As new
492,,House,Duplex,284000,No,3,None,1,0,None,,None,None,None,2,None,
493,,House,Duplex,345000,No,2,None,1,0,None,,None,None,None,,None,
494,,House,Duplex,399000,No,3,None,1,0,None,1,None,None,None,,None,As new
495,,House,Duplex,445000,No,4,None,1,0,None,,None,None,None,2,None,
496,,House,Duplex,475000,No,2,None,1,0,None,,None,None,None,2,None,As new
497,,House,Duplex,765000,No,3,None,1,0,None,,None,None,None,2,None,Good
498,,House,Duplex,970000,No,3,None,0,,None,1,None,None,None,,None,
499,,House,Duplex,1150000,No,3,None,0,,None,1,None,None,None,,None,As new
500,,House,Duplex,260000,No,3,None,0,0,None,,None,None,None,,None,
501,,House,Duplex,Starting price : 120000,No,3,None,0,,None,1,None,None,None,2,None,
502,,House,Duplex,199000,No,1,None,0,1,None,,None,None,None,,None,As new
503,McLeodplein,House,Duplex,235000,No,2,None,1,0,None,1,None,None,None,,None,Good
504,,House,Duplex,260000,No,2,None,0,,None,1,None,None,None,,None,As new
505,,House,Duplex,349000,No,2,None,0,0,None,,None,None,None,2,None,
506,,House,Duplex,975000,No,2,None,0,0,None,1,None,None,None,2,None,
507,,House,Duplex,315000,No,3,None,0,0,None,,None,None,None,2,None,As new
508,,House,Duplex,449000,No,2,None,0,0,None,1,None,None,None,2,None,
509,,House,Duplex,162500,No,1,None,1,0,None,,None,None,None,2,None,Good
510,,House,Duplex,97561,No,1,None,0,1,None,,None,None,None,,None,
511,,House,Duplex,199000,No,2,None,0,,None,,None,None,None,,None,Good
512,,House,Duplex,212000,No,2,None,0,0,None,,None,None,None,,None,
513,Ninove en deelgemeente,House,Duplex,275000,No,2,None,1,,None,1,None,None,None,2,None,As new
514,,House,Duplex,320000,No,2,None,1,0,None,,None,None,None,,None,As new
515,,House,Duplex,410000,No,3,None,0,0,None,,None,None,None,,None,
516,,House,Duplex,760000,No,3,None,0,,None,,None,None,None,2,None,Good
517,,House,Zultseweg,From 180000 To 213000,No,,None,0,,None,,None,None,None,,None,
518,,House,Sint,From 268000 To 568000,No,,None,0,,None,,None,None,None,,None,
519,,House,Residentie,329000,No,,None,0,,None,,None,None,None,,None,
520,,House,Villa,From 390000 To 497500,Yes,,None,0,,None,,None,None,None,,None,
521,,House,Duplex,130000,No,2,None,0,0,None,,None,None,None,2,None,Good
522,,House,Duplex,270000,No,3,None,0,0,None,,None,None,None,3,None,As new
523,,House,Duplex,695000,No,4,None,1,0,None,1,None,None,None,2,None,As new
524,,House,Duplex,250000,No,2,None,0,,None,,None,None,None,2,None,To renovate
525,,House,Duplex,275000,No,3,None,0,0,None,,None,None,None,3,None,To be done up
526,,House,Duplex,295000,No,3,None,1,0,None,,None,None,None,2,None,
527,,House,Duplex,299000,No,2,None,0,0,None,,None,None,None,2,None,As new
528,,House,Duplex,345000,No,3,None,1,0,None,,None,None,None,2,None,As new
529,,House,Duplex,395000,No,3,None,1,0,None,,None,None,None,2,None,As new
530,,House,Duplex,400000,No,3,None,1,0,None,,None,None,None,2,None,
531,,House,Duplex,109000,No,2,None,0,0,None,,None,None,None,3,None,
532,,House,Duplex,295000,No,2,None,1,0,None,,None,None,None,2,None,
533,,House,Duplex,630727,No,3,None,0,,None,,None,None,None,,None,
534,,House,Duplex,650818,No,3,None,0,,None,,None,None,None,,None,
535,,House,Duplex,215000,No,3,None,0,0,None,,None,None,None,2,None,Good
536,,House,Duplex,319000,No,3,None,0,0,None,,None,None,None,3,None,As new
537,,House,Duplex,420000,No,2,None,1,0,None,1,None,None,None,2,None,Good
538,,House,Duplex,450000,No,2,None,0,0,None,,None,None,None,2,None,
539,,House,Duplex,760000,No,3,None,0,0,None,,None,None,None,3,None,
540,,House,Duplex,775000,No,2,None,0,0,None,,None,None,None,,None,
541,,House,Duplex,229000,No,2,None,0,0,None,,None,None,None,2,None,As new
542,,House,Duplex,248000,No,2,None,1,0,None,,None,None,None,3,None,
543,,House,Duplex,331933,No,3,None,1,0,None,,None,None,None,4,None,
544,,House,Duplex,315000,No,2,None,0,0,None,,None,None,None,2,None,
545,,House,Duplex,325000,No,3,None,0,0,None,,None,None,None,3,None,
546,,House,Duplex,270000,No,2,None,0,0,None,,None,None,None,2,None,
547,,House,Duplex,295000,No,2,None,0,,None,1,None,None,None,,None,
548,,House,Duplex,298000,No,2,None,0,0,None,,None,None,None,3,None,Just renovated
549,,House,Duplex,245748,No,2,None,1,0,None,,None,None,None,3,None,
550,,House,Duplex,149999,No,2,None,1,,None,,None,None,None,2,None,As new
551,,House,Duplex,159500,No,2,None,1,,None,,None,None,None,3,None,As new
552,,House,Duplex,162500,No,2,None,1,,None,,None,None,None,3,None,As new
553,,House,Duplex,899000,No,3,None,0,0,None,,None,None,None,2,None,As new
554,,House,Duplex,429000,No,3,None,0,,None,,None,None,None,,None,As new
555,,House,Duplex,434000,No,3,None,0,,None,,None,None,None,,None,As new
556,,House,Duplex,329000,No,2,None,0,0,None,,None,None,None,2,None,
557,,House,Duplex,189500,No,3,None,0,0,None,,None,None,None,2,None,
558,,House,Duplex,449000,No,3,None,0,0,None,,None,None,None,3,None,
559,,House,Duplex,2850000,No,3,None,0,,None,,None,None,None,4,None,As new
560,,House,Duplex,330000,No,3,None,1,0,None,,None,None,None,,None,
561,,House,Duplex,330000,No,3,None,1,0,None,,None,None,None,,None,
562,,House,Duplex,289500,No,3,None,1,0,None,,None,None,None,,None,
563,Mariakerke,House,Duplex,355000,No,3,None,1,0,None,,None,None,None,,None,As new
564,,House,Duplex,680000,No,2,None,0,0,None,,None,None,None,3,None,Good
565,,House,Duplex,895000,No,3,None,0,,None,,None,None,None,2,None,As new
566,,House,Duplex,260000,No,2,None,0,,None,1,None,None,None,,None,As new
567,Charleroi et environs,House,GRAND,From 134500 To 269500,No,,None,0,,None,,None,None,None,,None,
568,,House,SEABIRD,From 172500 To 535000,No,,None,0,,None,,None,None,None,,None,
569,,House,Residentie,From 220000 To 410000,No,,None,0,,None,,None,None,None,,None,
570,,House,Residentie,From 232500 To 275000,Yes,,None,0,,None,,None,None,None,,None,
571,,House,New,From 252000 To 333398,No,,None,0,,None,,None,None,None,,None,
572,,House,Green,From 285000 To 360000,No,,None,0,,None,,None,None,None,,None,
573,Naast de Dijle tegenover het Sluispark,House,Sluismolen,From 410400 To 749200,No,,None,0,,None,,None,None,None,,None,
574,,House,Res.,From 2300000 To 4300000,No,,None,0,,None,,None,None,None,,None,
575,,House,Duplex,257500,No,3,None,0,0,None,,None,None,None,,None,
576,,House,Duplex,999000,No,4,None,0,,None,,None,None,None,2,None,As new
577,,House,Duplex,297000,No,2,None,0,,None,,None,None,None,,None,As new
578,,House,Duplex,4300000,No,4,None,0,,None,1,None,None,None,3,None,As new
579,,House,Duplex,2300000,No,3,None,0,,None,1,None,None,None,2,None,As new
580,,House,Duplex,2300000,No,3,None,0,,None,1,None,None,None,2,None,As new
581,,House,Duplex,370000,No,1,None,1,0,None,,None,None,None,2,None,As new
582,,House,Duplex,Starting price : 165000,No,3,None,0,,None,,None,None,None,,None,
583,,House,Duplex,370000,No,3,None,0,0,None,,None,None,None,2,None,Good
584,,House,Duplex,Starting price : 45000,No,1,None,1,,None,,None,None,None,,None,
585,,House,Duplex,272000,No,3,None,0,0,None,,None,None,None,,None,As new
586,,House,Duplex,177500,No,3,None,1,,None,,None,None,None,,None,As new
587,,House,Duplex,177500,No,3,None,1,,None,,None,None,None,,None,As new
588,,House,Duplex,275000,No,2,None,0,1,None,1,None,None,None,3,None,As new
589,,House,Duplex,289000,No,3,None,0,,None,,None,None,None,2,None,
590,,House,CHAUMONT-GISTOUX,From 390000 To 885000,No,,None,0,,None,,None,None,None,,None,
591,,House,Duplex,4300000,No,4,None,0,,None,1,None,None,None,3,None,As new
592,,House,Duplex,350000,No,3,None,0,0,None,,None,None,None,2,None,
593,,House,Duplex,2300000,No,3,None,0,,None,1,None,None,None,2,None,As new
594,,House,Duplex,2300000,No,3,None,0,,None,1,None,None,None,2,None,As new
595,Oostduinkerke Dorp,House,Duplex,399000,No,3,None,0,,None,,None,None,None,2,None,
596,Leuven en omgeving,House,Duplex,365000,No,2,None,0,,None,1,None,None,None,,None,
597,,House,Laurins,From 230000 To 325000,No,,None,0,,None,,None,None,None,,None,
598,"100m van de jachthaven, 150m van het strand",House,De,From 309000 To 545000,No,,None,0,,None,,None,None,None,,None,
599,,House,Duplex,295000,No,2,None,0,0,None,,None,None,None,,None,
600,,House,Duplex,287000,No,3,None,0,0,None,,None,None,None,4,None,
601,,House,Duplex,296000,No,3,None,0,0,None,,None,None,None,4,None,
602,,House,Duplex,299000,No,3,None,0,0,None,,None,None,None,4,None,
603,,House,Duplex,Starting price : 90000,No,7,None,1,,None,,None,None,None,,None,
604,,House,Duplex,287000,No,2,None,0,,None,1,None,None,None,2,None,As new
605,,House,Duplex,287000,No,3,None,0,0,None,,None,None,None,4,None,
606,,House,Duplex,296000,No,3,None,0,0,None,,None,None,None,4,None,
607,,House,Duplex,299000,No,3,None,0,0,None,,None,None,None,4,None,
608,,House,Duplex,420000,No,3,None,0,0,None,,None,None,None,2,None,
609,,House,Duplex,695000,No,2,None,0,0,None,,None,None,None,2,None,
610,,House,Duplex,2300000,No,3,None,0,,None,,None,None,None,,None,As new
611,,House,Duplex,2300000,No,3,None,0,,None,,None,None,None,,None,As new
612,,House,Duplex,4300000,No,4,None,0,,None,,None,None,None,,None,As new
613,,House,Residentie,From 220850 To 273000,No,,None,0,,None,,None,None,None,,None,
614,,House,Hof,From 365500 To 658000,No,,None,0,,None,,None,None,None,,None,
615,,House,Duplex,299000,No,3,None,0,0,None,,None,None,None,,None,
616,,House,Duplex,310000,No,3,None,0,0,None,,None,None,None,,None,
617,,House,Duplex,2095000,No,2,None,0,,None,1,None,None,None,,None,As new
618,,House,GAVERLING,From 145000 To 420000,No,,None,0,,None,,None,None,None,,None,
619,,House,Villa,From 440000 To 450000,Yes,,None,0,,None,,None,None,None,,None,
620,,House,Duplex,80000,No,5,None,0,,None,,None,None,None,,None,
621,,House,Oslo,From 369500 To 399500,No,,None,0,,None,,None,None,None,,None,
622,,House,Duplex,325000,No,2,None,0,0,None,,None,None,None,2,None,Good
623,,House,Duplex,325000,No,4,None,1,0,None,,None,None,None,2,None,As new
624,,House,Duplex,238000,No,2,None,1,0,None,,None,None,None,3,None,Good
625,,House,Duplex,238000,No,2,None,1,0,None,,None,None,None,3,None,Good
626,,House,Nieuwbouwproject,From 170172 To 460000,No,,None,0,,None,,None,None,None,,None,
627,,House,Siemons,From 179000 To 285000,No,,None,0,,None,,None,None,None,,None,
628,,House,Duplex,199000,No,3,None,1,0,None,,None,None,None,,None,As new
629,,House,New,From 235000 To 249000,No,,None,0,,None,,None,None,None,,None,
630,,House,New,From 235000 To 310000,No,,None,0,,None,,None,None,None,,None,
631,,House,New,From 252000 To 383000,No,,None,0,,None,,None,None,None,,None,
632,,House,Duplex,265000,No,3,None,1,0,None,,None,None,None,,None,Good
633,,House,Duplex,299000,No,2,None,1,0,None,1,None,None,None,2,None,As new
634,,House,Duplex,299000,No,3,None,1,0,None,,None,None,None,4,None,As new
635,,House,De,From 299000 To 567600,No,,None,0,,None,,None,None,None,,None,
636,,House,Duplex,319000,No,2,None,1,0,None,,None,None,None,2,None,Good
637,,House,New,345000,No,,None,0,,None,,None,None,None,,None,
638,,House,Duplex,490000,No,3,None,1,0,None,,None,None,None,2,None,Good
639,Bruxelles (19 communes),House,Duplex,235000,No,1,None,1,0,None,,None,None,None,2,None,Just renovated
640,,House,Duplex,255000,No,3,None,0,0,None,,None,None,None,2,None,Just renovated
641,,House,Duplex,265000,No,2,None,0,0,None,,None,None,None,2,None,Just renovated
642,,House,Duplex,279000,No,3,None,0,0,None,,None,None,None,2,None,As new
643,,House,Duplex,289000,No,3,None,0,0,None,,None,None,None,2,None,To be done up
644,,House,Duplex,340000,No,4,None,0,,None,1,None,None,None,2,None,To renovate
645,,House,Duplex,349000,No,3,None,1,,None,,None,None,None,2,None,Good
646,,House,Duplex,349000,No,2,None,0,0,None,,None,None,None,2,None,Good
647,,House,Duplex,350000,No,2,None,0,1,None,,None,None,None,1,None,As new
648,,House,Duplex,768000,No,3,None,0,0,None,,None,None,None,3,None,As new
649,,House,Duplex,895000,No,3,None,0,0,None,,None,None,None,2,None,As new
650,,House,Duplex,150000,No,2,None,0,0,None,,None,None,None,2,None,Good
651,,House,Duplex,420000,No,3,None,0,0,None,,None,None,None,,None,As new
652,,House,Duplex,490000,No,4,None,0,0,None,,None,None,None,,None,As new
653,,House,Duplex,235000,No,6,None,0,0,None,1,None,None,None,7,None,To be done up
654,,House,Duplex,235000,No,4,None,1,0,None,,None,None,None,2,None,As new
655,,House,Duplex,450000,No,2,None,1,0,None,,None,None,None,3,None,As new
656,,House,Duplex,117500,No,3,None,0,0,None,,None,None,None,2,None,To be done up
657,,House,Duplex,225000,No,2,None,0,0,None,,None,None,None,3,None,Good
658,Bruxelles- Quartier CEE,House,Duplex,349000,No,2,None,0,0,None,,None,None,None,2,None,Good
659,Bruxelles (19 communes),House,Duplex,380000,No,2,None,1,0,None,,None,None,None,3,None,Good
660,,House,Duplex,349000,No,2,None,0,0,None,,None,None,None,2,None,Good
661,Stockel large,House,Duplex,350000,No,2,None,0,0,None,,None,None,None,,None,As new
662,,House,Duplex,395000,No,4,None,0,0,None,,None,None,None,,None,As new
663,,House,Duplex,339000,No,3,None,0,0,None,,None,None,None,3,None,Good
664,,House,Duplex,299000,No,2,None,1,0,None,1,None,None,None,,None,As new
665,,House,Duplex,249000,No,3,None,0,0,None,,None,None,None,2,None,To renovate
666,Kortenberg,House,Duplex,249000,No,1,None,0,,None,,None,None,None,,None,As new
667,Aywaille,House,Duplex,279000,No,6,None,1,,None,,None,None,None,3,None,Good
668,,House,Duplex,299000,No,2,None,1,0,None,,None,None,None,,None,
669,,House,Duplex,440000,No,3,None,1,,None,,None,None,None,,None,
670,Centrum Antwerpen,House,Duplex,795000,No,3,None,0,0,None,,None,None,None,2,None,As new
671,,House,Duplex,379000,No,2,None,1,0,None,1,None,None,None,2,None,
672,,House,Duplex,365000,No,4,None,1,0,None,,None,None,None,4,None,As new
673,,House,Duplex,210000,No,2,None,0,0,None,,None,None,None,2,None,Good
674,Jourdan,House,Duplex,289000,No,2,None,1,0,None,,None,None,None,2,None,To be done up
675,,House,Duplex,360000,No,5,None,1,0,None,,None,None,None,3,None,To renovate
676,,House,Art-Nouveau,337000,No,,None,0,,None,,None,None,None,,None,
677,,House,Duplex,199000,No,3,None,0,0,None,,None,None,None,2,None,To renovate
678,,House,Duplex,219000,No,3,None,0,0,None,,None,None,None,2,None,Good
