,Locality,Type of property,Subtype of property,Price,Type of sale,Number of rooms,Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Garden,Surface of the land,Surface area of the plot of land,Number of facades,Swimming pool,State of the building
339,,House,Town-house,365000,,2,198,1,0,None,,None,None,None,2,None,Good
340,,House,Town-house,695000,No,4,,1,0,None,,None,None,None,2,None,Good
341,"Dichtbij openbaar vervoer, school,Ziekenhuis. Win.",House,Town-house,340000,Yes,3,300,0,,None,,None,None,None,2,None,
342,,House,Town-house,250000,,3,200,0,0,None,1,None,None,None,2,None,As new
343,,House,Town-house,169000,No,3,105,1,,None,,None,None,None,,None,As new
344,Liège,House,Town-house,180000,No,4,168,1,,None,1,None,None,None,3,None,To be done up
345,,House,Town-house,249000,No,3,182,0,1,None,,None,None,None,2,None,Good
346,,House,Town-house,249000,No,2,180,0,0,None,,None,None,None,2,None,As new
347,,House,Town-house,325000,,3,,0,,None,,None,None,None,3,None,Good
348,,House,Town-house,337000,No,2,176,1,0,None,,None,None,None,3,None,
349,,House,Town-house,295000,No,2,126,0,0,None,,None,None,None,,None,Good
350,,House,Town-house,139000,No,1,,0,0,None,,None,None,None,2,None,Good
351,,House,Town-house,415000,No,3,,0,0,None,,None,None,None,1,None,Good
352,,House,Town-house,159000,No,2,100,1,0,None,,None,None,None,4,None,
353,,House,Town-house,190000,No,2,,0,0,None,,None,None,None,3,None,To renovate
354,,House,Town-house,299000,No,2,230,1,0,None,,None,None,None,4,None,Good
355,,House,Town-house,385000,No,3,,0,0,None,,None,None,None,3,None,As new
356,,House,Town-house,449000,No,3,,1,,None,1,None,None,None,3,None,As new
357,,House,Town-house,170000,,3,90,1,,None,1,None,None,None,2,None,Good
358,,House,Town-house,195000,,3,160,1,,None,,None,None,None,2,None,
359,,House,Town-house,229000,No,3,,1,0,None,,None,None,None,2,None,Good
360,,House,Town-house,319000,,6,,1,0,None,,None,None,None,3,None,
361,,House,Town-house,274500,,3,160,0,0,None,,None,None,None,3,None,
362,,House,Town-house,770000,,4,200,0,,None,,None,None,None,2,None,Good
363,,House,Town-house,320000,No,1,139,1,0,None,,None,None,None,2,None,
364,,House,Town-house,240000,No,2,,0,0,None,,None,None,None,4,None,Good
365,,House,Town-house,389000,No,3,155,0,0,None,,None,None,None,2,None,Good
366,,House,Town-house,389000,No,2,155,0,0,None,,None,None,None,2,None,Good
367,,House,Town-house,765000,,5,,0,0,None,,None,None,None,2,None,
368,,House,Town-house,235000,No,3,160,0,,None,1,None,None,None,3,None,As new
369,QUIEVRAIN -HENSIES-DOUR,House,Town-house,119800,No,2,150,0,0,None,,None,None,None,2,None,
370,,House,Town-house,123000,No,3,110,0,,None,,None,None,None,3,None,Good
371,,House,Town-house,170000,No,2,122,0,0,None,,None,None,None,3,None,
372,,House,Town-house,399000,No,4,248,1,0,None,,None,None,None,2,None,
373,,House,Town-house,340000,,2,190,1,,None,,None,None,None,2,None,
374,,House,Town-house,250000,No,3,191,1,0,None,,None,None,None,,None,
375,,House,Town-house,300000,No,2,,0,0,None,,None,None,None,2,None,
