,Locality,Type of property,Subtype of property,Price,Type of sale,Number of rooms,Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Garden,Surface of the land,Surface area of the plot of land,Number of facades,Swimming pool,State of the building
175,,House,Exceptional,695000,No,5,300,0,,None,1,None,None,None,4,None,As new
176,,House,Exceptional,750000,No,5,442,0,0,None,1,None,None,None,3,None,As new
177,,House,Exceptional,1150000,Yes,1,628,1,,None,,None,None,None,2,None,As new
178,,House,Exceptional,1950000,No,5,675,0,0,None,,None,None,None,4,None,To renovate
179,,House,Exceptional,4950000,No,7,1500,0,,None,1,None,None,None,,None,
180,,House,Exceptional,475000,No,5,,1,0,None,,None,None,None,,None,As new
181,,House,Exceptional,189000,No,1,64,0,,None,,None,None,None,2,None,
182,Omg Waasmunster,House,Exceptional,595000,No,4,406,0,,None,1,None,None,None,2,None,Just renovated
183,,House,Exceptional,2600000,No,6,900,0,0,None,1,None,None,None,4,None,As new
184,,House,Exceptional,2950000,No,7,,0,,None,1,None,None,None,4,None,As new
185,,House,Exceptional,4850000,,10,2000,0,,None,,None,None,None,4,None,As new
186,,House,Exceptional,1980000,No,5,400,0,,None,1,None,None,None,4,None,To renovate
187,,House,Exceptional,4950000,No,6,750,0,0,None,,None,None,None,4,None,Good
188,,House,Exceptional,3850000,No,6,657,0,1,None,1,None,None,None,4,None,As new
189,,House,Exceptional,1095343,No,4,342,0,0,None,1,None,None,None,4,None,As new
190,,House,Exceptional,1140000,No,3,,0,,None,,None,None,None,,None,
191,,House,Exceptional,662196,No,3,193,0,0,None,,None,None,None,3,None,As new
192,,House,Exceptional,969992,No,4,261,0,0,None,,None,None,None,4,None,As new
193,,House,Exceptional,2650000,No,4,440,0,,None,,None,None,None,4,None,As new
194,,House,Exceptional,550000,No,4,282,0,,None,,None,None,None,4,None,As new
195,,House,Exceptional,425000,No,4,256,0,0,None,,None,None,None,4,None,As new
196,,House,Exceptional,983000,No,4,391,0,0,None,1,None,None,None,4,None,As new
197,,House,Exceptional,983000,No,4,391,0,0,None,1,None,None,None,4,None,As new
198,,House,Exceptional,1154873,No,4,268,0,0,None,1,None,None,None,4,None,As new
199,,House,Exceptional,1058038,No,3,315,0,0,None,1,None,None,None,4,None,As new
200,,House,Exceptional,1990000,,18,1500,1,1,None,,None,None,None,4,None,As new
201,,House,Exceptional,2480000,No,10,880,0,,None,,None,None,None,,None,
202,,House,Exceptional,3600000,No,3,430,0,0,None,1,None,None,None,4,None,Good
203,,House,Exceptional,800000,No,8,460,1,0,None,1,None,None,None,2,None,
204,,House,Exceptional,690000,,13,600,0,0,None,1,None,None,None,4,None,
205,,House,Exceptional,960604,No,3,258,0,0,None,1,None,None,None,4,None,As new
206,,House,Exceptional,1017887,No,3,205,0,0,None,1,None,None,None,4,None,As new
207,,House,Exceptional,1250000,No,3,320,0,0,None,,None,None,None,4,None,Good
208,,House,Exceptional,2995000,No,4,564,0,0,None,1,None,None,None,4,None,
209,,House,Exceptional,1500000,No,14,,0,,None,,None,None,None,4,None,As new
210,,House,Exceptional,349000,No,4,,0,,None,,None,None,None,3,None,As new
211,,House,Exceptional,800000,No,4,,0,,None,,None,None,None,4,None,As new
212,,House,Exceptional,5900000,No,12,995,0,,None,,None,None,None,2,None,
213,,House,Exceptional,1250000,No,3,320,0,0,None,,None,None,None,4,None,Good
214,,House,Exceptional,750000,No,2,,0,1,None,1,None,None,None,2,None,Good
215,,House,Exceptional,999000,No,4,,0,0,None,,None,None,None,4,None,
216,Ancienne Filature de la Hantes,House,Exceptional,850000,,5,,0,,None,,None,None,None,4,None,To renovate
217,,House,Exceptional,1225000,,6,,0,0,None,,None,None,None,4,None,
218,,House,Exceptional,650000,Yes,,,0,,None,,None,None,None,3,None,To renovate
219,,House,Exceptional,3250000,No,15,305,1,0,None,,None,None,None,2,None,As new
220,,House,Exceptional,1250000,No,4,550,1,0,None,,None,None,None,4,None,As new
221,,House,Exceptional,645000,No,3,338,1,0,None,,None,None,None,4,None,Good
222,,House,Exceptional,1250000,No,4,391,0,0,None,,None,None,None,4,None,Good
223,,House,Exceptional,475000,No,4,191,1,0,None,,None,None,None,4,None,Good
224,,House,Exceptional,2495000,No,4,550,0,0,None,,None,None,None,2,None,As new
225,,House,Exceptional,399900,No,3,175,0,0,None,,None,None,None,2,None,To be done up
226,,House,Exceptional,505000,No,5,295,1,0,None,1,None,None,None,4,None,Good
227,,House,Exceptional,1350000,No,6,660,0,0,None,1,None,None,None,4,None,Good
228,,House,Exceptional,369000,No,3,287,0,0,None,,None,None,None,4,None,Good
229,,House,Exceptional,395000,No,3,175,0,0,None,,None,None,None,2,None,Good
230,,House,Exceptional,949000,No,4,225,1,0,None,,None,None,None,3,None,Good
231,,,,None,,,,0,,None,,None,None,None,,None,
232,,House,Exceptional,399000,No,3,170,1,0,None,,None,None,None,2,None,Good
233,,House,Exceptional,775000,No,4,288,0,0,None,,None,None,None,3,None,Good
234,,House,Exceptional,950000,No,3,275,0,0,None,,None,None,None,4,None,As new
235,,House,Exceptional,435000,,4,230,0,0,None,,None,None,None,3,None,Good
236,,,,None,,,,0,,None,,None,None,None,,None,
237,,House,Exceptional,832000,No,4,276,0,0,None,1,None,None,None,2,None,Good
238,,House,Exceptional,439000,No,6,320,0,0,None,,None,None,None,3,None,As new
239,,House,Exceptional,749000,No,6,396,1,0,None,,None,None,None,3,None,Good
240,,House,Exceptional,899000,No,6,509,1,0,None,,None,None,None,2,None,Good
241,,House,Exceptional,524000,No,3,212,0,0,None,1,None,None,None,3,None,
242,Waimes,House,Exceptional,745000,No,9,578,0,1,None,,None,None,None,4,None,Just renovated
243,,House,Exceptional,1250000,No,4,306,1,0,None,,None,None,None,4,None,To be done up
244,,House,Exceptional,395000,No,3,160,1,0,None,,None,None,None,2,None,Good
245,,House,Exceptional,1195000,No,4,305,0,0,None,,None,None,None,4,None,As new
246,,House,Exceptional,1700000,No,13,1020,1,0,None,,None,None,None,4,None,Just renovated
247,,House,Exceptional,670000,No,2,147,0,0,None,,None,None,None,2,None,As new
248,,House,Exceptional,995000,No,5,326,0,0,None,,None,None,None,2,None,As new
249,,House,Exceptional,995000,No,5,326,0,0,None,,None,None,None,2,None,As new
250,,House,Exceptional,219000,No,,meters,0,0,None,,None,None,None,3,None,To renovate
251,,House,Exceptional,299000,No,2,156,1,,None,,None,None,None,4,None,Good
252,,House,Exceptional,295000,No,3,110,0,0,None,,None,None,None,4,None,Good
253,,House,Exceptional,395000,No,5,300,0,0,None,1,None,None,None,4,None,To be done up
254,,House,Exceptional,520000,Yes,12,340,0,1,None,,None,None,None,2,None,Good
255,GRAND VERVIERS,House,Exceptional,675000,No,10,778,0,0,None,,None,None,None,4,None,To renovate
256,,House,Exceptional,1295000,No,5,366,0,0,None,,None,None,None,3,None,As new
